Job Code,Company Name,B.Tech Job Designation,B.Tech Gross Salary,B.Tech CTC,Raw_JD_Text_Summary,Job_Description
9277,Aura Semiconductor Pvt Ltd,Design Engineer Analog,1775050,2000000,"Job Details
About
Aura & Product:
Position
: Analog Design Engineer
(across
various levels)
Job Overview Duties include
As an Analog design engineer, the designer will
     design analog/mixed signal circuits in the fields of RF, Audio, Power
     Management, Data Converters, Clock synthesizers and Jitter Attenuators.
Run extensive simulations on the design to
     fully verify functionality and performance before fabrication and will
     validate the chip in the lab.
·
Explore alternative desi","Job Details
About
Aura & Product:
Position
: Analog Design Engineer
(across
various levels)
Job Overview Duties include
As an Analog design engineer, the designer will
     design analog/mixed signal circuits in the fields of RF, Audio, Power
     Management, Data Converters, Clock synthesizers and Jitter Attenuators.
Run extensive simulations on the design to
     fully verify functionality and performance before fabrication and will
     validate the chip in the lab.
·
Explore alternative design techniques to meet the chip specifications
while minimizing device costs with ample opportunities to innovate during the
design cycle that can lead to patentable ideas.
·
Detailed design cycle that spans not only circuit design and
simulation but also layout support, test, evaluation and debugging of prototype
ICs and design support for mass production.
·
Plays a lead role in product definition and be responsible for
designing significant blocks of the chip, including chip architecture and chip
top integration.
Will be
     working with small, nifty, focused, world class design team at Aura in a
     creative role.
ESSENTIAL
FUNCTIONS
Be thorough with circuit design and signal
     processing fundamentals.
Is a good team player and works well with
     internal and external partners, shares knowledge with the team and always
     eager to stay up to date with recent design practices.
Provides guidance to layout designers for
     sensitive custom layouts.
Simulates for the block-level and
     top-level specifications, design and layout.
Be hands on in post-silicon debug, lab
     testing, characterization and troubleshooting.
Does project management and technical
     sharing. (for senior candidates with 5+ yrs of exp only)
Supports the product definition, the test
     program development and the manufacturing/production/customer needs. (for
     senior candidates with 5+ yrs of exp only)
REQUIREMENTS
Candidates preferred from premier
     institutes for fresher and all experience levels
Relevant background and experience in Analog/mixed-signal
     and/or RF IC design.
Knowledge in behavioural modelling,
     Verilog-AMS & Matlab programming.
Knowledge in Mixed mode simulation and SOC
     integration.
Advanced system knowledge is preferable.
Excellent written and verbal presentation
     skills.
Place of posting
Accomodation details
Bangalore
Temporary
Bond applicable
No"
8997,Applied Materials,N/A,N/A,N/A,"Job Details
Maximize tool performance for customer-specific use cases through deep technical engagement during NPI and ramp in order to gain customer trust and win business
Develop, document, proliferate and version manage Apps BKMs for high quality recipes
Applications engineering requires a large set of skills
Sound fundamentals of high-NA DUV imaging, SEM column physics, light/electron- matter interaction
Lab/fab hands-on exp in semiconductor fabrication with detailed knowledge of process tec","Job Details
Maximize tool performance for customer-specific use cases through deep technical engagement during NPI and ramp in order to gain customer trust and win business
Develop, document, proliferate and version manage Apps BKMs for high quality recipes
Applications engineering requires a large set of skills
Sound fundamentals of high-NA DUV imaging, SEM column physics, light/electron- matter interaction
Lab/fab hands-on exp in semiconductor fabrication with detailed knowledge of process tech and defectivity
Detail oriented with strong analytical, problem solving and communication skills
Ability to work in a team, and ability to work independently
Basic knowledge of software scripting, Matlab and image processing will be a plus
Open to 60% travel overseas
Place of posting
Accomodation details
Bangalore
None
Bond applicable
No"
9369,FASHNEAR TECHNOLOGIES PRIVATE LTD [Meesho],Data Scientist - I,2200000,2827910,"Job Details
About the Team
Our Data Science team is the Avengers to Meesho’s S.H.I.E.L.D 🛡️. And why not? We are the ones who assemble during the toughest challenges and devise creative solutions, building intelligent systems for millions of our users looking at a thousand different categories of products. We’ve barely scratched the surface, and have amazing challenges in charting the future of commerce for Bharat.
Our typical day involves dealing with fraud detection, inventory optimisation, an","Job Details
About the Team
Our Data Science team is the Avengers to Meesho’s S.H.I.E.L.D 🛡️. And why not? We are the ones who assemble during the toughest challenges and devise creative solutions, building intelligent systems for millions of our users looking at a thousand different categories of products. We’ve barely scratched the surface, and have amazing challenges in charting the future of commerce for Bharat.
Our typical day involves dealing with fraud detection, inventory optimisation, and platform vernacularisation.
As a Data Scientist, you will navigate uncharted territories with us, discovering new paths to creating solutions for our users.🔍 You will be at the forefront of interesting challenges and solve unique customer problems in an untapped market.
But wait – there’s more to us. Our team is huge on having a well-rounded personal and professional life. When we aren't nose-deep in data, you will most likely find us belting “Summer of 69” at the nearest Karaoke bar, or debating who the best Spider-Man is: Maguire, Garfield, or Holland? You tell us ☺️
About the Role
Love deep data? Love discussing solutions instead of problems? Then you could be our next Data Scientist.
In a nutshell, your primary responsibility will be enhancing the productivity and utilisation of the generated data. Other things you will do include working closely with the business stakeholders, transforming scattered pieces of information into valuable data, and sharing and presenting your valuable insights with peers.
Technical Requirements:
Good grasp of variety of topics in Deep Learning, Machine Learning, Computer Vision, etc
Familiarity with tools like SQL, Python, PyTorch, Tensorflow etc.
Strong understanding of Statistics and Linear Algebra
Strong understanding of hypothesis/model testing
Proficiency in machine learning algorithms
Excellent analytical skills to fetch data from reliable sources to generate accurate insights
Experience in tech and product teams is a plus
Bonus points for:
Experience in working on personalization or other ML problems
Familiarity with Big Data tech stacks like Apache Spark, Hadoop, Redshift
Other Perks and Benefits:
Flexible work hours and a healthy work-life balance.
Regular team outings, fun activities, and engagement in various clubs.
Opportunity to work with a diverse and talented team.
Exposure to different business verticals and the chance to make a significant impact.
Join us at Meesho and be a part of our journey to revolutionize e-commerce in India. Apply now and turn your ideas into reality!
Place of posting
Accomodation details
Bangalore
None
Bond applicable
No"
9695,FASHNEAR TECHNOLOGIES PRIVATE LTD [Meesho],SDE I,2000000,2575000,"Job Details
Designation:
SDE I
Location:
Bangalore
Mode of working :
Hybrid
About us
Welcome to Meesho, where every story begins with a spark of inspiration and a dash of entrepreneurial spirit. We're not just a platform; we're your partner in turning dreams into realities.
Our Mission
Democratising internet commerce for everyone - Meesho (Meri shop) started with a single idea in mind to be an e-commerce destination for the next billion Indian consumers and enable 100 million small businesses to","Job Details
Designation:
SDE I
Location:
Bangalore
Mode of working :
Hybrid
About us
Welcome to Meesho, where every story begins with a spark of inspiration and a dash of entrepreneurial spirit. We're not just a platform; we're your partner in turning dreams into realities.
Our Mission
Democratising internet commerce for everyone - Meesho (Meri shop) started with a single idea in mind to be an e-commerce destination for the next billion Indian consumers and enable 100 million small businesses to succeed online. We provide sellers with a range of industry-first benefits such as zero commission and the lowest shipping cost.  Over 1.75
million sellers are registered on Meesho, growing their business by tapping the company’s massive customer base, state-of-the-art tech infrastructure, pan-India logistics at the lowest cost through third-party logistics providers in an 'Everyday Lowest Cost' channel for sellers. Affordable, relatable merchandise mirroring local markets has helped us make inroads with first-time internet users in the country. We cater to an underserved and unique customer base and cover every serviceable pincode in the country. Our unique business model and continuous innovation has enabled us to become the first Indian horizontal E-commerce company.
About the Team
When 5% of Indian households shop with us, it’s important to build resilient systems to manage millions of orders every day. We’ve done this – with zero downtime! Sounds impossible? Well, that’s the kind of Engineering muscle that has helped Meesho become the e-commerce giant that it is today. We value speed over perfection, and see failures as opportunities to become better. We’ve taken steps to inculcate a strong ‘Founder’s Mindset’ across our engineering teams, making us grow and move fast. We place special emphasis on the continuous growth of each team member - and we do this with regular 1-1s and open communication.
About the Role
As a
SDE I
we expect you to be motivated in solving real-life complex problems and creating compelling experiences for our customers. We have a culture of creative problem- solving, intellectual design, fast-paced development, and passionate product delivery. The pace of our growth is incredible. If you seek to address complex and intriguing challenges on Bharat's scale and contribute significantly within an entrepreneurial ecosystem, Meesho is the ideal place for you.
1.Collaborate with teams to develop new features for Meesho customers and suppliers
2.Leverage state-of-the-art technologies and write highly performant code
3.Take end-to-end ownership of features, from ideation to production
Technical Requirements:
Strong problem-solving skills
Excellent understanding of data structures and algorithms, and their space & time complexities
Strong hands-on and practical working experience with at least one programming language: Java/Python/C++
Excellent coding skills — should be able to convert design into code fluently.
Eligibility Criteria
1.
Branch -
B.Tech/ Integrated MTech from the target school’s batch of 2025
2.
Specialization
-Computer Science , Information Technology & the circuit branches
3.No standing arrears
Other Perks and Benefits:
Flexible work hours and a healthy work-life balance.
Regular team outings, fun activities, and engagement in various clubs.
Opportunity to work with a diverse and talented team.
Exposure to different business verticals and the chance to make a significant impact.
Join us at Meesho and be a part of our journey to revolutionize e-commerce in India. Apply now and turn your ideas into reality!
Place of posting
Accomodation details
Bangalore
None
Bond applicable
No"
9371,FASHNEAR TECHNOLOGIES PRIVATE LTD [Meesho],Senior Associate - Non-Tech,1600000,2000000,"Job Details
Designation:
Senior Associate
Location:
Bangalore
Mode of working :
Hybrid
About us
Welcome to Meesho, where every story begins with a spark of inspiration and a dash of entrepreneurial spirit. We're not just a platform; we're your partner in turning dreams into realities.
Our Mission
Democratising internet commerce for everyone- Meesho (Meri shop) started with a single idea in mind -to be an e-commerce destination for the next billion Indian consumers and enable 100 million small bu","Job Details
Designation:
Senior Associate
Location:
Bangalore
Mode of working :
Hybrid
About us
Welcome to Meesho, where every story begins with a spark of inspiration and a dash of entrepreneurial spirit. We're not just a platform; we're your partner in turning dreams into realities.
Our Mission
Democratising internet commerce for everyone- Meesho (Meri shop) started with a single idea in mind -to be an e-commerce destination for the next billion Indian consumers and enable 100 million small businesses to succeed online. We provide sellers with a range of industry-first benefits such as zero commission and the lowest shipping cost.  Over 1.75
million sellers are registered on Meesho, growing their business by tapping the company’s massive customer base, state-of-the-art tech infrastructure, pan-India logistics at the lowest cost through third-party logistics providers in an 'Everyday Lowest Cost' channel for sellers. Affordable, relatable merchandise mirroring local markets has helped us make inroads with first-time internet users in the country. We cater to an underserved and unique customer base and cover every serviceable pincode in the country. Our unique business model and continuous innovation has enabled us to become the first Indian horizontal E-commerce company.
Role Overview:
As a Senior Associate at Meesho, you will be part of a dynamic and innovative team working across various business functions. This program is designed to provide a comprehensive understanding of our business operations, equipping you with the skills and knowledge needed to drive growth and efficiency. Upon onboarding, you will be mapped to a specific vertical where you will learn and gain exposure.The various verticals are ;Category Management, User Growth, Fulfillment & Experience, Business Development, and Monetization.
Key Responsibilities in each of the verticals
1. Category Management:
Place of posting
Accomodation details
Bangalore
None
Bond applicable
No"
9370,FASHNEAR TECHNOLOGIES PRIVATE LTD [Meesho],Associate Product Manager-I,1600000,2000000,"Job Details
Designation:
Associate Product Manager I
Location:
Bangalore
Mode of working :
Hybrid
Offer Type
- FTE
About us
Welcome to Meesho, where every story begins with a spark of inspiration and a dash of entrepreneurial spirit. We're not just a platform; we're your partner in turning dreams into realities.
Our Mission
Democratising internet commerce for everyone- Meesho (Meri shop) started with a single idea in mind -to be an e-commerce destination for the next billion Indian consumers and","Job Details
Designation:
Associate Product Manager I
Location:
Bangalore
Mode of working :
Hybrid
Offer Type
- FTE
About us
Welcome to Meesho, where every story begins with a spark of inspiration and a dash of entrepreneurial spirit. We're not just a platform; we're your partner in turning dreams into realities.
Our Mission
Democratising internet commerce for everyone- Meesho (Meri shop) started with a single idea in mind -to be an e-commerce destination for the next billion Indian consumers and enable 100 million small businesses to succeed online. We provide sellers with a range of
industry-first benefits such as zero commission and the lowest shipping cost. Over
1.75
million sellers are registered on Meesho, growing their business by tapping the company’s massive customer base, state-of-the-art tech infrastructure, pan-India logistics at the lowest cost through third-party logistics providers in an 'Everyday Lowest Cost' channel for sellers. Affordable, relatable merchandise mirroring local markets has helped us make inroads with first-time internet users in the country. We cater to an underserved and unique customer base and cover every serviceable pincode in the country. Our unique business model and continuous innovation has enabled us to become the first Indian horizontal E-commerce company.
Know more about Meesho here :
https://www.meesho.io/
About the Team
Product Management in Meesho closely resembles our rapacious growth. Because we obsess over understanding customer behavior, we’ve been able to carve out an e-commerce niche in Tier 2/3/4 towns in Bharat. Our business growth is testimony to a singular focus on how we think of ‘product’ for our unique customers - ones that have barely shopped online, but are now able to because of Meesho.
Fun fact: Nearly 5% of India’s households shop with us.
As an Associate Product Manager I in our team, you will collaborate with Developers, Product Managers, Designers, Data Scientists, and Engineers. We are driven by a ‘user-first’ mindset. We have a strong bias for action. Above all, our team is driven by impact, not features. We drive ‘problem discovery’ & delivery - not only obsess over “what to build”, but execute with rigor to create impact.
But there’s more – we love to have fun as much as we love to work hard. From movie buffs to sportspersons, we have a super cool team. So, if a game of badminton after a day of brainstorming at work sounds like something you would love to do, then join us!
About the Role
As our Associate Product Manager I, you will run tests to check whether or not our product features are in sync with industry trends or not. On a typical day, conduct market research to project potential costs and issues – and suggest improvements too. You will come up with metrics that will help us understand how to improve our Product. You will support the Product Managers of the team to enhance the experience of our customers using concrete numbers and statistical insights.
What you will do
● Use qualitative and quantitative data in the product development cycle to generate user and market insights.
● Conduct effective A/B experiments to measure the impact of and improve the product.
● Identify key product metrics and build tools, and dashboards to track them continuously.
● Identify usage patterns and come up with action plans to move metrics in the right direction.
● Ensure swift and better product decisions using data and analytics.
● Conduct user research and surveys to understand user needs and pain point
What you will need
● Bachelor’s degree in Engineering.
● Knowledge of basic concepts of statistics and their application in product analytics.
● Ability to solve problems with a structured, data-driven approach.
● Aspiration to grow deep into a product role and eventually own product verticals.
Eligibility Criteria
1.
Specialization
- open to all branches
2.No standing arrears
3.
Branch -
B.Tech/ Integrated MTech from the target school’s batch of 2025
Other Perks and Benefits:
●
Flexible work hours and a healthy work-life balance.
●
Regular team outings, fun activities, and engagement in various clubs.
●
Opportunity to work with a diverse and talented team.
●
Exposure to different business verticals and the chance to make a significant impact.
Join us at Meesho and be a part of our journey to revolutionize e-commerce in India. Apply now and turn your ideas into reality!
Place of posting
Accomodation details
Bangalore
None
Bond applicable
No"
9479,General Mills,Analyst – SC Advanced Analytics,1053235,1150000,"Job Details
Position Title
Analyst
    – SC Advanced Analytics
Function/Group
Supply
    Chain
Location
Mumbai
Shift Timing
1:30
    PM to 10:30 PM
Role Reports to
Assistant
    Manager – SC Advanced Analytics
Remote/Hybrid/in-Office
Hybrid
ABOUT GENERAL
    MILLS
We make
  food the world loves: 100 brands. In 100 countries. Across six
  continents.
With
  iconic brands like Cheerios, Pillsbury, Betty Crocker, Nature Valley, and
  Häagen-Dazs, we’ve been serving up food the world loves for 155 y","Job Details
Position Title
Analyst
    – SC Advanced Analytics
Function/Group
Supply
    Chain
Location
Mumbai
Shift Timing
1:30
    PM to 10:30 PM
Role Reports to
Assistant
    Manager – SC Advanced Analytics
Remote/Hybrid/in-Office
Hybrid
ABOUT GENERAL
    MILLS
We make
  food the world loves: 100 brands. In 100 countries. Across six
  continents.
With
  iconic brands like Cheerios, Pillsbury, Betty Crocker, Nature Valley, and
  Häagen-Dazs, we’ve been serving up food the world loves for 155 years (and
  counting). Each of our brands has a unique story to tell.
How we make our food is
  as important as the food we make. Our values are baked into our legacy and
  continue to accelerate
us into the future as an
  innovative force for good. General Mills was founded in 1866 when Cadwallader
  Washburn boldly bought the largest flour mill west of the Mississippi. That
  pioneering spirit lives on today through our leadership team who upholds a
  vision of relentless innovation while being a force for good.
General Mills India Center (GIC) is our global capability center
  in Mumbai that works as an extension of our global organization delivering
  business value, service excellence and growth, while standing for good for
  our planet and people.
With our team of 1800+ professionals, we deliver superior value
  across the areas of Supply chain (SC) , Digital & Technology
  (D&T)  Innovation, Technology &
  Quality (ITQ), Consumer and Market Intelligence (CMI), Sales Strategy &
  Intelligence (SSI) , Global Shared Services (GSS) , Finance Shared Services
  (FSS) and Human Resources Shared Services (HRSS).
We advocate for advancing equity and inclusion to create more
  equitable workplaces and a better tomorrow.
JOB OVERVIEW
Function Overview
The GIC Supply Chain
  team manages end-to-end operations, encompassing planning, sourcing,
  manufacturing, logistics, and analytics. They strategically plan to meet market
  demands, optimize sourcing, ensure efficient production, and oversee the
  seamless movement of goods from production to delivery. The team employs
  advanced analytics throughout these processes, fostering adaptability and
  operational excellence. This collaborative approach ensures a
  well-coordinated supply chain that aligns with both organizational goals and
  dynamic market conditions.
Link
Purpose of the
  role
Supply chain analytics
  group is responsible for delivering the solutions and developing the
  capabilities which enables better decision-making in supply chain. This team
  works closely with all supply chain functions (i.e., plan, source, make,
  deliver and customer service teams), business units and other cross
  functional partners for developing solutions to drive business value. This
  team also drives step-change innovation and improvements in business
  practices by delivering actionable insights through advanced analytics and
  supply chain expertise.
The role involves
  building, maintaining, and executing optimization and simulation models to
  help identify, analyze, and implement opportunities in the areas of
  manufacturing network design and optimization, supply network planning and
  realignment by incorporating supply chain costs, manufacturing complexity,
  inventory optimization and capacity.
KEY
  ACCOUNTABILITIES
Requirement Gathering
  & Data Collection (20% of Time)
·
Understand
  Project charter- Business context, Scope, Outcome & success criteria.
·
Understand
  decisions to be taken through the model – Sourcing, Inventory targets,
  Capacity optimization, Network change, service risk analysis, Plant/DC
  Open/Close, Greenfield location, Customer realignment or supply chain design.
·
Understand
  data availability & build customized data template to collect data.
·
Performed
  data cleaning- Outlier, Missing data etc, & provide summary of collected
  data to the client.
Model Building &
  Scenario Evaluation (50% of Time)
·
Develop
  different modeling approaches/techniques to solve the business problem at
  hand and recommends the best approach.
·
Analyze
  large set of business data, derive useful insights & communicate the same
  to project manager and/or client.
·
Build
  /Evaluate multiple scenarios through the model.
·
Carry
  output validation & generate insight
Model result analysis
  & presentation (30% of Time)
·
Carry
  out the result analysis and provide business insights to project manager/stakeholders.
·
Build
  presentation, methodology documents & assumption documents.
·
Communicate
  effectively with broad audience i.e., client/stakeholders/cross functional teams.
MINIMUM QUALIFICATIONS
·
Full
Time graduation from an accredited university (Mandatory)
·
Strong
analytic ability to translate data into actionable information.
·
Experience
in dealing with large data sets and tools like MS Excel, MS Power point, MS
Access, Visio
·
Ability
to think “out of the box” & strong analytical skills.
·
Broad
Perspective on Supply Chain.
Deliver outstanding results.
·
Completes
tasks, activities, and projects in a timely and effective manner.
·
Communicates
progress about projects with others to ensure overall alignment.
·
Provides
ideas and input to help team achieve greater result.
·
May
lead a defined portion of a project.
·
Assumes
personal initiative and accountability for results, performance, and behaviors.
Communication
·
Ability
to negotiate solutions between parties and effectively communicate with various
levels and functions throughout the organization.
·
Clearly
articulate views in written and verbal discussions.
·
Excellent
English skills.
Problem Solving / Analytical skills.
·
Ability
to collect and analyze data quickly and efficiently.
·
Can
identify issues and provide ideas/solutions for resolution.
PREFERRED QUALIFICATIONS
·
Master’s
degree
·
Major
Area of Study in Industrial Engineering or Supply Chain
·
Demonstrated
Model building skills in software’s like LLamasoft Supply Chain Guru, MS Excel,
Inventory Analyst, Premium Solver, Simulation tools, R
Place of posting
Accomodation details
Mumbai
None
Bond applicable
No"
9220,Kearney,Business Analyst,1548750,1647606,"Job Details
As a global consulting partnership in more than 40 countries, our people make us who we are. We’re individuals with different passions and strengths who take as much joy in the work we do as from those we work with. Over the years we’ve fostered a culture in which we are united by shared values—passion, solidarity, generosity, curiosity, and boldness—and these come alive in the work we do and how we do it. Together, we know our people are our difference—for our clients, our colleague","Job Details
As a global consulting partnership in more than 40 countries, our people make us who we are. We’re individuals with different passions and strengths who take as much joy in the work we do as from those we work with. Over the years we’ve fostered a culture in which we are united by shared values—passion, solidarity, generosity, curiosity, and boldness—and these come alive in the work we do and how we do it. Together, we know our people are our difference—for our clients, our colleagues, and our communities. That’s why we take pride in being individual and inclusive and create a place where everyone can bring their full self to work.
Who You Are
This business is fundamentally about making connections— between facts, figures, insights, strategies, tools, technologies, and above all, people. That’s why we expect you to be:
Analytically inclined and love solving problems
Be ready to share your ideas and opinions as soon as you join a team.
As a Business Analyst, the consultant will be a part of project delivery teams and will be involved in problem-solving with a focus on business analysis. The consultant will be engaged across various aspects of engagement including client interviews, understanding business needs, seeking relevant data, analyzing data to derive insights, and presenting the findings to the internal and external teams. The consultant is expected to work across a broad portfolio of industries, functions, and geographies.
Place of posting
Accomodation details
Mumbai/ Gurugram/ Bengaluru
None
Bond applicable
No"
9208,Abacus.AI [ABACUSDOTAI INDIA PRIVATE LIMITED],ML Engineer - Gen AI,5000000,6000000,"Job Details
Company Overview
Abacus.AI is the world's first AI super-assistant tailored for enterprises and professionals. We believe that the future of work will be AI-assisted in the beginning and AI-first in a few years.
Abacus is at the forefront of this revolution. We make it super simple to use AI to automate your work and business processes and generate ROI for businesses.
It’s an all-in-one AI platform that professionals and enterprises can use for all their needs. Major Fortune 500 comp","Job Details
Company Overview
Abacus.AI is the world's first AI super-assistant tailored for enterprises and professionals. We believe that the future of work will be AI-assisted in the beginning and AI-first in a few years.
Abacus is at the forefront of this revolution. We make it super simple to use AI to automate your work and business processes and generate ROI for businesses.
It’s an all-in-one AI platform that professionals and enterprises can use for all their needs. Major Fortune 500 companies, including Dell, American Eagle, AutoDesk, and Pioneer, use us
We are also leaders in Gen AI open-source research and add to the models available on our Super Assistant.  Our goal is to achieve open-source in parallel to closed-source AGI, and we have previously topped open-source leaderboards with our fine tunes.
We have a uniquely different culture. We believe in giving everyone autonomy and ownership and don’t believe in over-management. We are flatter than any other company in our segment and offer an opportunity for every individual to change the world. We are a group of people who enjoy building and engineering hard things. We have a hands-off work-from-home environment where each individual has personal responsibility.
We are changing the world and making it AI-first, and we are super excited to be on the bleeding edge and creating the future.
Job Description
Will work on generative AI and machine learning features to power a platform and product which lets users build useful AI systems without programming or data science knowledge. Work on a team building LLM based applications involving RAG, multi step prompting, iterative code and SQL  generation.
Prerequisites
Will need to have the ability to deal with data driven applications, deal with ambiguity, research and evaluate new techniques involving LLMs and generative AI.
Strong programming skills
Resourcefulness, ability to navigate large code bases and learn how to do things
Ability to work independently and make decisions
Place of posting
Accomodation details
Remote
None
Bond applicable
No"
9207,Abacus.AI [ABACUSDOTAI INDIA PRIVATE LIMITED],ML Engineer,5000000,6000000,"Job Details
Company Overview
Abacus.AI is the world's first AI super-assistant tailored for enterprises and professionals. We believe that the future of work will be AI-assisted in the beginning and AI-first in a few years.
Abacus is at the forefront of this revolution. We make it super simple to use AI to automate your work and business processes and generate ROI for businesses.
It’s an all-in-one AI platform that professionals and enterprises can use for all their needs. Major Fortune 500 comp","Job Details
Company Overview
Abacus.AI is the world's first AI super-assistant tailored for enterprises and professionals. We believe that the future of work will be AI-assisted in the beginning and AI-first in a few years.
Abacus is at the forefront of this revolution. We make it super simple to use AI to automate your work and business processes and generate ROI for businesses.
It’s an all-in-one AI platform that professionals and enterprises can use for all their needs. Major Fortune 500 companies, including Dell, American Eagle, AutoDesk, and Pioneer, use us
We are also leaders in Gen AI open-source research and add to the models available on our Super Assistant.  Our goal is to achieve open-source in parallel to closed-source AGI, and we have previously topped open-source leaderboards with our fine tunes.
We have a uniquely different culture. We believe in giving everyone autonomy and ownership and don’t believe in over-management. We are flatter than any other company in our segment and offer an opportunity for every individual to change the world. We are a group of people who enjoy building and engineering hard things. We have a hands-off work-from-home environment where each individual has personal responsibility.
We are changing the world and making it AI-first, and we are super excited to be on the bleeding edge and creating the future.
Job Description
Will work on various parts of a ML and GenAI platform which aims to let users build useful AI systems without programming or data science knowledge. Areas include data processing, scalable cloud infrastructure, Generative AI features and infrastructure running AI and user generated code.
Prerequisites
Ability to read and understand papers, good programming and systems skills, and be effective at hands on work (Python, Unix, Pytorch)  involving various open source repos, ML frameworks and GPU machines
Place of posting
Accomodation details
Remote
None
Bond applicable
No"
9206,Abacus.AI [ABACUSDOTAI INDIA PRIVATE LIMITED],Software Engineer,5000000,6000000,"Job Details
Company Overview
Abacus.AI is the world's first AI super-assistant tailored for enterprises and professionals. We believe that the future of work will be AI-assisted in the beginning and AI-first in a few years.
Abacus is at the forefront of this revolution. We make it super simple to use AI to automate your work and business processes and generate ROI for businesses.
It’s an all-in-one AI platform that professionals and enterprises can use for all their needs. Major Fortune 500 comp","Job Details
Company Overview
Abacus.AI is the world's first AI super-assistant tailored for enterprises and professionals. We believe that the future of work will be AI-assisted in the beginning and AI-first in a few years.
Abacus is at the forefront of this revolution. We make it super simple to use AI to automate your work and business processes and generate ROI for businesses.
It’s an all-in-one AI platform that professionals and enterprises can use for all their needs. Major Fortune 500 companies, including Dell, American Eagle, AutoDesk, and Pioneer, use us
We are also leaders in Gen AI open-source research and add to the models available on our Super Assistant.  Our goal is to achieve open-source in parallel to closed-source AGI, and we have previously topped open-source leaderboards with our fine tunes.
We have a uniquely different culture. We believe in giving everyone autonomy and ownership and don’t believe in over-management. We are flatter than any other company in our segment and offer an opportunity for every individual to change the world. We are a group of people who enjoy building and engineering hard things. We have a hands-off work-from-home environment where each individual has personal responsibility.
We are changing the world and making it AI-first, and we are super excited to be on the bleeding edge and creating the future.
Job Description
Will work on various parts of a ML and GenAI platform which aims to let users build useful AI systems without programming or data science knowledge. Areas include data processing, scalable cloud infrastructure, Generative AI features and infrastructure running AI and user generated code.
Prerequisites
Strong programming skills
Resourcefulness, ability to navigate large code bases and learn how to do things
Ability to work independently and make decisions
Place of posting
Accomodation details
Remote
None
Bond applicable
No"
9797,WorldQuant Research [India] Private Limited,Quantitative Researcher,7098156,9224231,"Job Details
THE ROLE:
Research is
at the core of WorldQuant. Through rigorous exploration and unconstrained
thinking
about how to apply data to the
financial markets, our researchers are in constant search of new Alphas. We
strive
to understand data in ways our
competitors don’t believe is possible. Researchers at WorldQuant employ tested
processes seeking to identify
high-quality predictive signals that we believe are undiscovered by the wider
market.
These signals are mathematical
expressions ","Job Details
THE ROLE:
Research is
at the core of WorldQuant. Through rigorous exploration and unconstrained
thinking
about how to apply data to the
financial markets, our researchers are in constant search of new Alphas. We
strive
to understand data in ways our
competitors don’t believe is possible. Researchers at WorldQuant employ tested
processes seeking to identify
high-quality predictive signals that we believe are undiscovered by the wider
market.
These signals are mathematical
expressions of data that are used as inputs in our quantitative models.
WorldQuant is seeking an
exceptional individual to join the firm as a Quantitative Researcher. The
person must
have a strong understanding of the
investment research process to create computer-based models that seek to
predict movements of global
financial markets. While prior finance experience is not required, a successful
candidate must possess a strong
interest in learning about finance and global markets. Candidates will have a
research scientist mind-set; be a
self-starter, a creative and persevering deep thinker who is motivated by
unsolved challenges.
ITS IMPACT:
As we
pursue our goal of creating new Alphas, we need researchers who will lead us
there.
WorldQuant’s unique investment
platform is a leader amongst its peers and the methodology we employ is cutting
edge. We desire people who will
help us in our relentless pursuit to succeed.
WHAT YOU’LL BRING:
·
Ph.D. or M.S. degree from a leading
university in a quantitative or highly analytical field (e.g. – Electrical
Engineering, Physics, Computer
Science, Mathematics, Financial Engineering)
·
Ranked in the top 10% of bachelor’s
degree class
·
Demonstrated ability to program in
Python and C/C++ on a Unix/Linux platform
·
Excellent problem solving abilities
and judgment with a strong attention to detail
·
Mature, thoughtful, with the
ability to operate in a collaborative, team-oriented culture
·
Strong English language skills;
ability to communicate complex concepts in simple terms
·
Open for all department
with CGPA score above 8.5 is required
Place of posting
Accomodation details
Mumbai
None
Bond applicable
No"
